Station,Stn Type,Crime Group - Full,Number of Crimes
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Serious),3
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Serious),1
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Less Serious),10
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Less Serious),1
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Less Serious),3
BANK MONUMENT COMPLEX,TfL Stn,Public Order (Less Serious),1
BANK MONUMENT COMPLEX,TfL Stn,Fraud (Less Serious),4
BANK MONUMENT COMPLEX,TfL Stn,Drugs,1
BANK MONUMENT COMPLEX,TfL Stn,Drugs,1
BANK MONUMENT COMPLEX,TfL Stn,Other (Serious),1
BANK MONUMENT COMPLEX,TfL Stn,Other (Less Serious),1
BANK MONUMENT COMPLEX,TfL Stn,Other (Less Serious),6
BARBICAN,TfL Stn,Sex,1
BARBICAN,TfL Stn,Theft of Passenger Property,3
BARBICAN,TfL Stn,Theft of Passenger Property,1
BARBICAN,TfL Stn,Violence,1
BARBICAN,TfL Stn,Criminal Damage,1
BARBICAN,TfL Stn,Public Order (Serious),1
BARBICAN,TfL Stn,Public Order (Serious),1
BARBICAN,TfL Stn,Public Order (Serious),1
BARBICAN,TfL Stn,Public Order (Less Serious),1
BARBICAN,TfL Stn,Public Order (Less Serious),1
BARBICAN,TfL Stn,Fraud (Less Serious),1
BARBICAN,TfL Stn,Other (Less Serious),2
BARKING,Mainline Stn,Criminal Damage,1
BARKING,Mainline Stn,Criminal Damage,1
BARKING,Mainline Stn,Line of Route (Serious),2
BARKING,Mainline Stn,Line of Route (Less Serious),8
BARKING,Mainline Stn,Theft of Passenger Property,1
BARKING,Mainline Stn,Public Order (Serious),1
BARKING,Mainline Stn,Public Order (Serious),1
BARKING,Mainline Stn,Drugs,1
BARKING,Mainline Stn,Other (Less Serious),1
BARKING,TfL Stn,Theft Cable & Plant,1
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,5
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Sex,2
BARKING,Mainline Stn,Sex,1
BARKING,Mainline Stn,Criminal Damage,3
BARKING,Mainline Stn,Line of Route (Serious),1
BARKING,Mainline Stn,Theft of Passenger Property,3
BARKING,Mainline Stn,Theft of Passenger Property,5
BARKING,Mainline Stn,Pedal Cycle,1
BARKING,Mainline Stn,Public Order (Serious),1
BARKING,Mainline Stn,Public Order (Serious),2
BARKING,Mainline Stn,Public Order (Less Serious),1
BARKING,Mainline Stn,Public Order (Less Serious),2
BARKING,Mainline Stn,Public Order (Less Serious),1
BARKING,Mainline Stn,Fraud (Less Serious),5
BARKING,Mainline Stn,Drugs,5
BARKING,TfL Stn,Violence,2
BARKING,TfL Stn,Violence,1
BARKING,TfL Stn,Violence,1
BARKING,TfL Stn,Criminal Damage,2
BARKING,TfL Stn,Graffiti,1
BARKING,TfL Stn,Graffiti,4
BARKING,TfL Stn,Theft of Passenger Property,6
BARKING,TfL Stn,Theft of Passenger Property,5
BARKING,TfL Stn,Robbery,1
BARKING,TfL Stn,Public Order (Less Serious),5
BARKING,TfL Stn,Public Order (Less Serious),1
BARKING,TfL Stn,Fraud (Less Serious),1
BARKING,Mainline Stn,Violence,2
BARKING,Mainline Stn,Violence,3
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,16
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,1
BARKING,Mainline Stn,Violence,4
BARKING,Mainline Stn,Sex,1
BARKING,Mainline Stn,Sex,1
BARKING,Mainline Stn,Sex,1
BARKING,Mainline Stn,Criminal Damage,2
BARKING,Mainline Stn,Criminal Damage,1
BARKING,Mainline Stn,Theft of Passenger Property,2
BARKING,Mainline Stn,Theft of Passenger Property,5
BARKING,Mainline Stn,Robbery,1
BARKING,Mainline Stn,Burglary & Theft Railway,3
BARKING,Mainline Stn,Public Order (Serious),2
BARKING,Mainline Stn,Public Order (Serious),4
BARKING,Mainline Stn,Public Order (Serious),4
BARKING,Mainline Stn,Public Order (Serious),7
BARKING,Mainline Stn,Public Order (Less Serious),6
BARKING,Mainline Stn,Public Order (Less Serious),2
BARKING,Mainline Stn,Public Order (Less Serious),5
BARKING,Mainline Stn,Fraud (Serious),2
BARKING,Mainline Stn,Fraud (Less Serious),4
BARKING,Mainline Stn,Fraud (Less Serious),15
BARKING,Mainline Stn,Drugs,16
BARKING,Mainline Stn,Other (Serious),1
BARKING,Mainline Stn,Other (Less Serious),1
BARKINGSIDE,TfL Stn,Line of Route (Serious),1
BARKINGSIDE,TfL Stn,Violence,1
BARKINGSIDE,TfL Stn,Theft of Passenger Property,1
BARKINGSIDE,TfL Stn,Theft of Passenger Property,1
BARKINGSIDE,TfL Stn,Public Order (Serious),1
BARKINGSIDE,TfL Stn,Violence,1
BARKINGSIDE,TfL Stn,Criminal Damage,1
BARKINGSIDE,TfL Stn,Motor Vehicle,1
BARKINGSIDE,TfL Stn,Pedal Cycle,1
BARKINGSIDE,TfL Stn,Pedal Cycle,1
BARKINGSIDE,TfL Stn,Public Order (Less Serious),1
BARNEHURST,Mainline Stn,Line of Route (Less Serious),1
BARNEHURST,Mainline Stn,Public Order (Serious),1
BARNEHURST,Mainline Stn,Other (Serious),1
BARNEHURST,Mainline Stn,Violence,1
BARNEHURST,Mainline Stn,Violence,1
BARNEHURST,Mainline Stn,Graffiti,1
BARNEHURST,Mainline Stn,Theft of Passenger Property,2
BARNEHURST,Mainline Stn,Theft of Passenger Property,1
BARNEHURST,Mainline Stn,Theft of Passenger Property,1
BARNEHURST,Mainline Stn,Robbery,1
BARNEHURST,Mainline Stn,Public Order (Less Serious),1
BARNEHURST,Mainline Stn,Public Order (Less Serious),1
BARNEHURST,Mainline Stn,Violence,1
BARNEHURST,Mainline Stn,Sex,1
BARNEHURST,Mainline Stn,Graffiti,1
BARNEHURST,Mainline Stn,Motor Vehicle,1
BARNEHURST,Mainline Stn,Pedal Cycle,4
BARNEHURST,Mainline Stn,Public Order (Serious),1
BARNEHURST,Mainline Stn,Public Order (Less Serious),2
BARNEHURST,Mainline Stn,Other (Less Serious),1
BARNES,Mainline Stn,Graffiti,1
BARNES,Mainline Stn,Line of Route (Serious),1
BARNES,Mainline Stn,Line of Route (Serious),1
BARNES,Mainline Stn,Line of Route (Less Serious),1
BARNES,Mainline Stn,Public Order (Less Serious),2
BARNES,Mainline Stn,Public Order (Less Serious),1
BARNES,Mainline Stn,Fraud (Less Serious),1
BARNES,Mainline Stn,Drugs,1
BARNES,Mainline Stn,Other (Serious),1
BARNES,Mainline Stn,Other (Less Serious),1
BARNES,Mainline Stn,Other (Less Serious),1
BARNES,Mainline Stn,Other (Less Serious),19
BARNES,Mainline Stn,Theft of Passenger Property,1
BARNES,Mainline Stn,Theft of Passenger Property,1
BARNES,Mainline Stn,Public Order (Less Serious),2
BARNES,Mainline Stn,Fraud (Less Serious),2
BARNES,Mainline Stn,Violence,3
BARNES,Mainline Stn,Theft of Passenger Property,1
BARNES,Mainline Stn,Pedal Cycle,5
BARNES,Mainline Stn,Public Order (Less Serious),1
BARNES,Mainline Stn,Fraud (Less Serious),6
BARNES BRIDGE,Mainline Stn,Line of Route (Less Serious),1
BARNES BRIDGE,Mainline Stn,Violence,1
BARNES BRIDGE,Mainline Stn,Theft of Passenger Property,1
BARNES BRIDGE,Mainline Stn,Public Order (Less Serious),1
BARNES BRIDGE,Mainline Stn,Violence,1
BARNES BRIDGE,Mainline Stn,Theft of Passenger Property,1
BARNES BRIDGE,Mainline Stn,Pedal Cycle,3
BARNES BRIDGE,Mainline Stn,Fraud (Less Serious),1
BARONS COURT,TfL Stn,Violence,1
BARONS COURT,TfL Stn,Graffiti,1
BARONS COURT,TfL Stn,Line of Route (Less Serious),1
BARONS COURT,TfL Stn,Violence,1
BARONS COURT,TfL Stn,Sex,1
BARONS COURT,TfL Stn,Theft of Passenger Property,11
BARONS COURT,TfL Stn,Theft of Passenger Property,1
BARONS COURT,TfL Stn,Theft of Passenger Property,3
BARONS COURT,TfL Stn,Public Order (Serious),1
BARONS COURT,TfL Stn,Violence,1
BARONS COURT,TfL Stn,Violence,1
BARONS COURT,TfL Stn,Theft of Passenger Property,1
BARONS COURT,TfL Stn,Theft of Passenger Property,1
BARONS COURT,TfL Stn,Burglary & Theft Railway,1
BARONS COURT,TfL Stn,Public Order (Serious),1
BARONS COURT,TfL Stn,Public Order (Less Serious),1
BARONS COURT,TfL Stn,Drugs,1
BARONS COURT,TfL Stn,Other (Serious),1
BATTERSEA PARK,Mainline Stn,Graffiti,1
BATTERSEA PARK,Mainline Stn,Graffiti,1
BATTERSEA PARK,Mainline Stn,Line of Route (Serious),1
BATTERSEA PARK,Mainline Stn,Line of Route (Less Serious),2
BATTERSEA PARK,Mainline Stn,Burglary & Theft Railway,1
BATTERSEA PARK,Mainline Stn,Burglary & Theft Railway,1
BATTERSEA PARK,Mainline Stn,Other (Less Serious),2
BATTERSEA PARK,Mainline Stn,Graffiti,3
BATTERSEA PARK,Mainline Stn,Graffiti,5
BATTERSEA PARK,Mainline Stn,Theft of Passenger Property,2
BATTERSEA PARK,Mainline Stn,Robbery,1
BATTERSEA PARK,Mainline Stn,Fraud (Less Serious),1
BATTERSEA PARK,Mainline Stn,Drugs,5
BATTERSEA PARK,Mainline Stn,Other (Serious),1
BAYSWATER,TfL Stn,Theft of Passenger Property,1
BAYSWATER,TfL Stn,Violence,1
BAYSWATER,TfL Stn,Theft of Passenger Property,5
BAYSWATER,TfL Stn,Public Order (Less Serious),2
BAYSWATER,TfL Stn,Violence,2
BAYSWATER,TfL Stn,Violence,1
BAYSWATER,TfL Stn,Theft of Passenger Property,2
BAYSWATER,TfL Stn,Theft of Passenger Property,2
BECKENHAM HILL,Mainline Stn,Burglary & Theft Railway,1
BECKENHAM HILL,Mainline Stn,Theft of Passenger Property,2
BECKENHAM HILL,Mainline Stn,Theft of Passenger Property,1
BECKENHAM HILL,Mainline Stn,Violence,1
BECKENHAM HILL,Mainline Stn,Violence,1
BECKENHAM HILL,Mainline Stn,Violence,1
BECKENHAM HILL,Mainline Stn,Public Order (Serious),2
BECKENHAM JUNCTION,Croydon Tramlink,Line of Route (Less Serious),1
BECKENHAM JUNCTION,Mainline Stn,Line of Route (Less Serious),4
BECKENHAM JUNCTION,Croydon Tramlink,Theft of Passenger Property,2
BECKENHAM JUNCTION,Croydon Tramlink,Public Order (Less Serious),1
BECKENHAM JUNCTION,Mainline Stn,Violence,1
BECKENHAM JUNCTION,Mainline Stn,Sex,1
BECKENHAM JUNCTION,Mainline Stn,Theft of Passenger Property,2
BECKENHAM JUNCTION,Mainline Stn,Theft of Passenger Property,1
BECKENHAM JUNCTION,Mainline Stn,Public Order (Serious),1
BECKENHAM JUNCTION,Croydon Tramlink,Violence,1
BECKENHAM JUNCTION,Croydon Tramlink,Theft of Passenger Property,1
BECKENHAM JUNCTION,Croydon Tramlink,Fraud (Less Serious),1
BECKENHAM JUNCTION,Mainline Stn,Violence,4
BECKENHAM JUNCTION,Mainline Stn,Weapons,1
BECKENHAM JUNCTION,Mainline Stn,Graffiti,1
BECKENHAM JUNCTION,Mainline Stn,Theft of Passenger Property,2
BECKENHAM JUNCTION,Mainline Stn,Pedal Cycle,1
BECKENHAM JUNCTION,Mainline Stn,Pedal Cycle,5
BECKENHAM JUNCTION,Mainline Stn,Public Order (Serious),2
BECKENHAM JUNCTION,Mainline Stn,Public Order (Serious),1
BECKENHAM JUNCTION,Mainline Stn,Public Order (Less Serious),1
BECKENHAM JUNCTION,Mainline Stn,Fraud (Less Serious),1
BECKENHAM JUNCTION,Mainline Stn,Drugs,1
BECKENHAM JUNCTION,Mainline Stn,Other (Less Serious),1
BECKENHAM ROAD,Croydon Tramlink,Sex,2
BECKENHAM ROAD,Croydon Tramlink,Theft of Passenger Property,1
BECKENHAM ROAD,Croydon Tramlink,Fraud (Less Serious),1
BECKENHAM ROAD,Croydon Tramlink,Fraud (Less Serious),1
BECKTON,DLR Stn,Violence,1
BECKTON,DLR Stn,Line of Route (Less Serious),2
BECKTON,DLR Stn,Theft Cable & Plant,1
BECKTON,DLR Stn,Criminal Damage,1
BECKTON,DLR Stn,Graffiti,1
BECKTON,DLR Stn,Graffiti,2
BECKTON,DLR Stn,Theft of Passenger Property,1
BECKTON,DLR Stn,Criminal Damage,1
BECKTON,DLR Stn,Pedal Cycle,1
BECKTON,DLR Stn,Public Order (Less Serious),1
BECKTON DEPOT,DLR Stn,Graffiti,1
BECKTON DEPOT,DLR Stn,Graffiti,2
BECKTON PARK,DLR Stn,Line of Route (Less Serious),3
BECKTON PARK,DLR Stn,Sex,1
BECKTON PARK,DLR Stn,Theft of Passenger Property,1
BECONTREE,TfL Stn,Graffiti,2
BECONTREE,TfL Stn,Line of Route (Serious),1
BECONTREE,TfL Stn,Theft Cable & Plant,1
BECONTREE,TfL Stn,Public Order (Serious),1
BECONTREE,TfL Stn,Violence,1
BECONTREE,TfL Stn,Sex,1
BECONTREE,TfL Stn,Theft of Passenger Property,3
BECONTREE,TfL Stn,Robbery,1
BECONTREE,TfL Stn,Fraud (Less Serious),3
BECONTREE,TfL Stn,Violence,1
BECONTREE,TfL Stn,Weapons,1
BECONTREE,TfL Stn,Theft of Passenger Property,1
BECONTREE,TfL Stn,Public Order (Serious),1
BECONTREE,TfL Stn,Public Order (Serious),2
BECONTREE,TfL Stn,Public Order (Serious),2
BECONTREE,TfL Stn,Public Order (Less Serious),7
BECONTREE,TfL Stn,Public Order (Less Serious),2
BECONTREE,TfL Stn,Public Order (Less Serious),1
BECONTREE,TfL Stn,Fraud (Less Serious),24
BECONTREE,TfL Stn,Fraud (Less Serious),20
BECONTREE,TfL Stn,Drugs,2
BECONTREE,TfL Stn,Drugs,1
BECONTREE,TfL Stn,Drugs,1
BECONTREE,TfL Stn,Other (Serious),1
BECONTREE,TfL Stn,Other (Less Serious),1
BEDDINGTON LANE,Croydon Tramlink,Line of Route (Serious),1
BEDDINGTON LANE,Croydon Tramlink,Line of Route (Less Serious),1
BEDDINGTON LANE,Croydon Tramlink,Violence,1
BEDDINGTON LANE,Croydon Tramlink,Fraud (Less Serious),4
BEDDINGTON LANE,Croydon Tramlink,Drugs,1
BEDDINGTON LANE,Mainline Stn,Drugs,1
BEDDINGTON LANE X,Croydon Tramlink,Fraud (Less Serious),1
BELGRAVE WALK,Croydon Tramlink,Violence,1
BELGRAVE WALK,Croydon Tramlink,Fraud (Less Serious),1
BELGRAVE WALK,Croydon Tramlink,Theft of Passenger Property,1
BELGRAVE WALK,Croydon Tramlink,Fraud (Less Serious),1
BELLINGHAM,Mainline Stn,Line of Route (Less Serious),1
BELLINGHAM,Mainline Stn,Graffiti,3
BELLINGHAM,Mainline Stn,Graffiti,6
BELLINGHAM,Mainline Stn,Fraud (Less Serious),1
BELLINGHAM,Mainline Stn,Graffiti,1
BELLINGHAM,Mainline Stn,Burglary & Theft Railway,4
BELLINGHAM,Mainline Stn,Public Order (Serious),1
BELMONT,Mainline Stn,Violence,1
BELMONT,Mainline Stn,Drugs,1
BELSIZE PARK,TfL Stn,Violence,1
BELSIZE PARK,TfL Stn,Violence,2
BELSIZE PARK,TfL Stn,Violence,1
BELSIZE PARK,TfL Stn,Theft of Passenger Property,1
BELSIZE PARK,TfL Stn,Public Order (Less Serious),1
BELSIZE PARK,TfL Stn,Violence,2
BELSIZE PARK,TfL Stn,Violence,1
BELSIZE PARK,TfL Stn,Theft of Passenger Property,2
BELSIZE PARK,TfL Stn,Fraud (Serious),1
BELSIZE PARK,TfL Stn,Fraud (Less Serious),1
BELVEDERE,Mainline Stn,Line of Route (Serious),1
BELVEDERE,Mainline Stn,Line of Route (Less Serious),3
BELVEDERE,Mainline Stn,Violence,1
BELVEDERE,Mainline Stn,Theft of Passenger Property,2
BELVEDERE,Mainline Stn,Theft of Passenger Property,1
BELVEDERE,Mainline Stn,Public Order (Serious),1
BELVEDERE,Mainline Stn,Burglary & Theft Railway,1
BELVEDERE,Mainline Stn,Theft Cable & Plant,1
BELVEDERE,Mainline Stn,Theft Cable & Plant,1
BELVEDERE,Mainline Stn,Public Order (Less Serious),2
BELVEDERE,Mainline Stn,Fraud (Less Serious),1
BELVEDERE,Mainline Stn,Other (Less Serious),1
BERMONDSEY,TfL Stn,Violence,1
BERMONDSEY,TfL Stn,Theft of Passenger Property,5
BERMONDSEY,TfL Stn,Theft of Passenger Property,1
BERMONDSEY,TfL Stn,Public Order (Less Serious),1
BERMONDSEY,TfL Stn,Violence,2
BERMONDSEY,TfL Stn,Violence,4
BERMONDSEY,TfL Stn,Violence,1
BERMONDSEY,TfL Stn,Sex,1
BERMONDSEY,TfL Stn,Theft of Passenger Property,3
BERMONDSEY,TfL Stn,Pedal Cycle,1
BERMONDSEY,TfL Stn,Public Order (Serious),1
BERMONDSEY,TfL Stn,Public Order (Less Serious),4
BERMONDSEY,TfL Stn,Public Order (Less Serious),3
BERMONDSEY,TfL Stn,Public Order (Less Serious),3
BERMONDSEY,TfL Stn,Fraud (Serious),1
BERMONDSEY,TfL Stn,Fraud (Less Serious),7
BERMONDSEY,TfL Stn,Drugs,1
BERRYLANDS,Mainline Stn,Line of Route (Less Serious),1
BERRYLANDS,Mainline Stn,Theft of Passenger Property,1
BERRYLANDS,Mainline Stn,Public Order (Less Serious),1
BETHNAL GREEN,Mainline Stn,Criminal Damage,1
BETHNAL GREEN,Mainline Stn,Graffiti,1
BETHNAL GREEN,Mainline Stn,Graffiti,4
BETHNAL GREEN,Mainline Stn,Line of Route (Serious),1
BETHNAL GREEN,Mainline Stn,Line of Route (Less Serious),7
BETHNAL GREEN,Mainline Stn,Theft of Passenger Property,1
BETHNAL GREEN,Mainline Stn,Burglary & Theft Railway,1
BETHNAL GREEN,Mainline Stn,Burglary & Theft Railway,1
BETHNAL GREEN,Mainline Stn,Drugs,1
BETHNAL GREEN,TfL Stn,Graffiti,1
BETHNAL GREEN,TfL Stn,Motor Vehicle,1
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Drugs,1
BETHNAL GREEN,Mainline Stn,Sex,1
BETHNAL GREEN,Mainline Stn,Criminal Damage,1
BETHNAL GREEN,Mainline Stn,Graffiti,1
BETHNAL GREEN,Mainline Stn,Theft of Passenger Property,1
BETHNAL GREEN,Mainline Stn,Theft of Passenger Property,1
BETHNAL GREEN,Mainline Stn,Public Order (Serious),1
BETHNAL GREEN,Mainline Stn,Fraud (Less Serious),1
BETHNAL GREEN,Mainline Stn,Drugs,1
BETHNAL GREEN,Mainline Stn,Other (Less Serious),1
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Weapons,1
BETHNAL GREEN,TfL Stn,Sex,11
BETHNAL GREEN,TfL Stn,Theft of Passenger Property,15
BETHNAL GREEN,TfL Stn,Theft of Passenger Property,1
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Fraud (Less Serious),1
BETHNAL GREEN,TfL Stn,Drugs,1
BETHNAL GREEN,Mainline Stn,Violence,5
BETHNAL GREEN,Mainline Stn,Sex,1
BETHNAL GREEN,Mainline Stn,Graffiti,7
BETHNAL GREEN,Mainline Stn,Pedal Cycle,1
BETHNAL GREEN,Mainline Stn,Burglary & Theft Railway,4
BETHNAL GREEN,Mainline Stn,Public Order (Less Serious),4
BETHNAL GREEN,Mainline Stn,Public Order (Less Serious),1
BETHNAL GREEN,Mainline Stn,Fraud (Less Serious),1
BETHNAL GREEN,Mainline Stn,Drugs,1
BETHNAL GREEN,TfL Stn,Violence,2
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Violence,1
BETHNAL GREEN,TfL Stn,Weapons,1
BETHNAL GREEN,TfL Stn,Theft of Passenger Property,3
BETHNAL GREEN,TfL Stn,Theft of Passenger Property,3
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Public Order (Serious),1
BETHNAL GREEN,TfL Stn,Public Order (Less Serious),1
BETHNAL GREEN,TfL Stn,Public Order (Less Serious),10
BETHNAL GREEN,TfL Stn,Public Order (Less Serious),2
BETHNAL GREEN,TfL Stn,Public Order (Less Serious),1
BETHNAL GREEN,TfL Stn,Fraud (Less Serious),2
BETHNAL GREEN,TfL Stn,Fraud (Less Serious),16
BETHNAL GREEN,TfL Stn,Drugs,3
BETHNAL GREEN,TfL Stn,Other (Less Serious),1
BEXLEY,Mainline Stn,Violence,1
BEXLEY,Mainline Stn,Line of Route (Serious),2
BEXLEY,Mainline Stn,Line of Route (Less Serious),4
BEXLEY,Mainline Stn,Violence,1
BEXLEY,Mainline Stn,Theft of Passenger Property,2
BEXLEY,Mainline Stn,Public Order (Serious),1
BEXLEY,Mainline Stn,Criminal Damage,1
BEXLEY,Mainline Stn,Pedal Cycle,1
BEXLEY,Mainline Stn,Pedal Cycle,4
BEXLEY,Mainline Stn,Public Order (Serious),1
BEXLEY,Mainline Stn,Public Order (Less Serious),3
BEXLEY,Mainline Stn,Fraud (Less Serious),2
BEXLEY,Mainline Stn,Other (Less Serious),2
BEXLEYHEATH,Mainline Stn,Graffiti,1
BEXLEYHEATH,Mainline Stn,Line of Route (Less Serious),1
BEXLEYHEATH,Mainline Stn,Line of Route (Less Serious),2
BEXLEYHEATH,Mainline Stn,Violence,1
BEXLEYHEATH,Mainline Stn,Violence,1
BEXLEYHEATH,Mainline Stn,Theft of Passenger Property,1
BEXLEYHEATH,Mainline Stn,Public Order (Less Serious),1
BEXLEYHEATH,Mainline Stn,Drugs,1
BEXLEYHEATH,Mainline Stn,Violence,1
BEXLEYHEATH,Mainline Stn,Criminal Damage,2
BEXLEYHEATH,Mainline Stn,Graffiti,1
BEXLEYHEATH,Mainline Stn,Theft of Passenger Property,1
BEXLEYHEATH,Mainline Stn,Motor Vehicle,1
BEXLEYHEATH,Mainline Stn,Pedal Cycle,1
BEXLEYHEATH,Mainline Stn,Pedal Cycle,7
BEXLEYHEATH,Mainline Stn,Burglary & Theft Railway,1
BEXLEYHEATH,Mainline Stn,Public Order (Serious),1
BEXLEYHEATH,Mainline Stn,Public Order (Less Serious),1
BEXLEYHEATH,Mainline Stn,Public Order (Less Serious),1
BEXLEYHEATH,Mainline Stn,Fraud (Less Serious),2
BEXLEYHEATH,Mainline Stn,Drugs,1
BEXLEYHEATH,Mainline Stn,Other (Serious),1
BEXLEYHEATH,Mainline Stn,Other (Serious),1
BEXLEYHEATH,Mainline Stn,Other (Less Serious),1
BICKLEY,Mainline Stn,Line of Route (Less Serious),2
BICKLEY,Mainline Stn,Fraud (Less Serious),1
BICKLEY,Mainline Stn,Theft of Passenger Property,2
BICKLEY,Mainline Stn,Theft of Passenger Property,2
BICKLEY,Mainline Stn,Pedal Cycle,1
BICKLEY,Mainline Stn,Theft Cable & Plant,1
BICKLEY,Mainline Stn,Public Order (Serious),1
BICKLEY,Mainline Stn,Fraud (Less Serious),1
BICKLEY,Mainline Stn,Violence,1
BICKLEY,Mainline Stn,Violence,1
BICKLEY,Mainline Stn,Criminal Damage,1
BICKLEY,Mainline Stn,Graffiti,3
BICKLEY,Mainline Stn,Theft of Passenger Property,1
BICKLEY,Mainline Stn,Pedal Cycle,2
BICKLEY,Mainline Stn,Public Order (Less Serious),2
BICKLEY,Mainline Stn,Fraud (Less Serious),5
BICKLEY,Mainline Stn,Fraud (Less Serious),5
BICKLEY,Mainline Stn,Drugs,1
BIRKBECK,Croydon Tramlink,Fraud (Less Serious),2
BIRKBECK,Mainline Stn,Sex,1
BIRKBECK,Croydon Tramlink,Public Order (Less Serious),1
BIRKBECK,Croydon Tramlink,Drugs,1
BLACKFRIARS,Mainline Stn,Graffiti,1
BLACKFRIARS,Mainline Stn,Line of Route (Less Serious),3
BLACKFRIARS,Croydon Tramlink,Theft of Passenger Property,1
BLACKFRIARS,Mainline Stn,Sex,1
BLACKFRIARS,Mainline Stn,Criminal Damage,1
BLACKFRIARS,Mainline Stn,Theft of Passenger Property,1
BLACKFRIARS,Mainline Stn,Theft of Passenger Property,4
BLACKFRIARS,Mainline Stn,Public Order (Less Serious),8
BLACKFRIARS,Mainline Stn,Fraud (Less Serious),1
BLACKFRIARS,TfL Stn,Violence,1
BLACKFRIARS,TfL Stn,Violence,2
BLACKFRIARS,TfL Stn,Sex,1
BLACKFRIARS,TfL Stn,Sex,1
BLACKFRIARS,TfL Stn,Theft of Passenger Property,12
BLACKFRIARS,TfL Stn,Public Order (Serious),2
BLACKFRIARS,TfL Stn,Public Order (Less Serious),1
BLACKFRIARS,Mainline Stn,Violence,5
BLACKFRIARS,Mainline Stn,Violence,1
BLACKFRIARS,Mainline Stn,Violence,1
BLACKFRIARS,Mainline Stn,Violence,1
BLACKFRIARS,Mainline Stn,Violence,2
BLACKFRIARS,Mainline Stn,Theft of Passenger Property,1
BLACKFRIARS,Mainline Stn,Theft of Passenger Property,3
BLACKFRIARS,Mainline Stn,Public Order (Serious),1
BLACKFRIARS,Mainline Stn,Public Order (Serious),1
BLACKFRIARS,Mainline Stn,Public Order (Serious),2
BLACKFRIARS,Mainline Stn,Public Order (Less Serious),2
BLACKFRIARS,Mainline Stn,Public Order (Less Serious),3
BLACKFRIARS,Mainline Stn,Public Order (Less Serious),1
BLACKFRIARS,Mainline Stn,Fraud (Less Serious),1
BLACKFRIARS,Mainline Stn,Fraud (Less Serious),1
BLACKFRIARS,Mainline Stn,Drugs,2
BLACKFRIARS,TfL Stn,Violence,2
BLACKFRIARS,TfL Stn,Violence,1
BLACKFRIARS,TfL Stn,Sex,1
BLACKFRIARS,TfL Stn,Criminal Damage,1
BLACKFRIARS,TfL Stn,Graffiti,1
BLACKFRIARS,TfL Stn,Theft of Passenger Property,1
BLACKFRIARS,TfL Stn,Theft of Passenger Property,1
BLACKFRIARS,TfL Stn,Public Order (Less Serious),2
BLACKFRIARS,TfL Stn,Public Order (Less Serious),1
BLACKFRIARS,TfL Stn,Fraud (Serious),1
BLACKFRIARS,TfL Stn,Fraud (Less Serious),1
BLACKFRIARS,TfL Stn,Drugs,1
BLACKFRIARS SOUTH,Mainline Stn,Theft of Passenger Property,1
BLACKHEATH,Mainline Stn,Graffiti,1
BLACKHEATH,Mainline Stn,Line of Route (Less Serious),3
BLACKHEATH,Mainline Stn,Violence,1
BLACKHEATH,Mainline Stn,Violence,1
BLACKHEATH,Mainline Stn,Sex,1
BLACKHEATH,Mainline Stn,Theft of Passenger Property,1
BLACKHEATH,Mainline Stn,Theft of Passenger Property,1
BLACKHEATH,Mainline Stn,Fraud (Less Serious),1
BLACKHEATH,Mainline Stn,Drugs,1
BLACKHEATH,Mainline Stn,Violence,1
BLACKHEATH,Mainline Stn,Pedal Cycle,1
BLACKHEATH,Mainline Stn,Public Order (Serious),1
BLACKHEATH,Mainline Stn,Public Order (Less Serious),1
BLACKHEATH,Mainline Stn,Drugs,1
BLACKHORSE LANE,Croydon Tramlink,Line of Route (Serious),1
